comment,score,likes
"Sadly it reminds me of my first pet. I was on my own, still only young and  I took in a cold feral cat one winter. (not knowing anything about them all being insane I named him Taz after Tazmanian Devil cartoons i watched as a child) I was freaked out  by how it behaved. Just like a monkey with it's climbing, running and jumping all over my tiny apartment...
I asked some friends and they just replied, catnip. I Figured it was simply a food additive so I added about 1/4 of it to his can of food, he cleaned his plate. He definitely calmed down, for a couple days. I learned that love is not enough so i researched EVERY pet before I accepted the responsibility. Thus I have rescued and forever homed many pets... Cats, dogs, rats, gerbils, hamsters, snakes, iguanas, birds and even a had a pet porcupine aptly named ""QUILLFORD"". He was smart as a whip, loveable and would climb me like a tree, sit on my shoulder and nibble on my ear lobes. He was my favorite of all time.
BTW...
Taz and I had many good times after he sobered up!",0.9538,0
I think it had break-up. 💔,0,0
🐈💜🙏🙏,0,0
😂😂😂,0,0
"Hahahahaa this guy is the boss,,
Then again,,, we feel like this after eating some nice foods,,,just wannabe rest carefree,,,
Dude has made my day",0.6486,2
It's not busy hotel,0,0
This is something similar our cows do on Indian roads,0,0
Tawhay ba!,0,1
Thank God u r not in china,0.5574,0
I've heard of a Cat nap... but he's taking it to another level 😂,0,77
My cat done like this...  I pour water to him lazy...,0.3612,0
Are they sure it's not a dead cat,0.6948,0
Cat: KEEP THE NOISE DOWN MADAFAKAS..,0,0
😂😂😂,0,0
Move along people. There's nothing to see here. It's just my over dramatic mom. Nothing to worry about.,0.3412,0
Haha haha,0.7184,0
And he gets tipped out 😺,0,0
Cats are savages.,-0.5267,0
Please don't disturb me. I am sleepy!,0.5927,0
"This  is  one  big  "" Cat "" .....",0,0
So cute,0.5095,0
"Restaurant is not busy !
Afternoon! Good for siesta!!",-0.5535,0
Animal anaesthesia...,0,0
Swag of god❤,0,0
The best lol,0.7906,0
A mood - that cat is an entire mood here in 2020,0,0
He thinks he's the government,0,1
Where are the gangsta sunglasses of this cat.,0,0
hahahahahahahahahahahahahahah😁. a lazy cat always sleeps at the middle of the floor. 😁😁😁,-0.3612,0
Another rich privileged cat😂,0.7579,0
That's called manipulation.,-0.296,0
He knows food is a coming like Manna from Heaven raining down from those tables!,0.7263,5
Frozen 😂,0,0
i want eat at that restaurant some people just nasty,-0.5106,0
WTF 😂😂😂,-0.6739,0
آكله، ههههههههه,0,1
لما تتعبني الحياة اكثر من اللازم وانسدح في اي محل بدون حساب لخوارم المروءه😢,0,0
I love this cat!!,0.6988,0
"""I hate Mondays...""",-0.5719,0
I have a rescue male cat that looks just like this one. He's part Bengal and set in his ways,0.7003,0
The cat looks sick,-0.5106,0
"Weird cat he is not lazy, he is cute!",0.5722,0
Aww hell naw I see a cat in a restaurant I'm not eating there animals need a permit to be indoors,-0.6808,0
That cat needs to relax a bit.,0.4404,0
Hilarious.,0.4019,0
Care factor zero - next level. Wake me for lunch.,0.4939,0
Cats have autism and depression at same time.,-0.5719,3
Damn i thought he was dead! He don't give a fuck!😂😂😳😳😳😭😭😭,-0.8217,0
I loved knocked-out cats like that but be careful if it's a Chinese restaurant!,0.6588,0
Hahaha awww 😻,0.5574,0
"... Got into the martinis again, didn't we?",0,0
😂😂😂😂😂❤❤❤💋,0,0
Wouldn't eat here,0,0
Its the MSG that has the cat this sleepy,0,0
it's my say so !!,0,0
That cat be like “ get the damn camera out of my face and start doing ur duty “””rub my belly “”” 🐱,-0.0516,0
That cat is a Bernie supporter!,0.3382,0
That cat is stoned,0,0
This cat is very lucky that he or she not in Chinese restaurant... He'll be waking up on the fire 🔥 stick,0.1761,0
😘😸,0,0
Kitty appreciates a good floor! 😎👍,0.7574,1
Me after sex,0,0
Aww poor kitty..he must be so tired!,-0.7983,0
The cat is not being lazy feeling at home...simple.,0.1877,0
"Most restaurants don't allow animals inside because of Health Dept Regulations,  only seeing eye dogs and such.",-0.2334,0
"Life is tough, sometimes you don't give a shit",0.3451,0
It's collar looks to tight,0,0
"He is not sleeping, he wants attention. Mr lazy bones.",-0.3612,0
"Hoomans, you better not step on me! I am chilling out, but poised to strike. 😸🐾",0.4482,0
that's amazing,0.5859,0
Whats a cat doing in a restaurant ?,0,0
😻 I wish I had this cat for my five year old boy and girl,0.4019,1
Where's his 40 oz?,0,0
That’s total trust.,0.5106,0
Its just trying to stay cool.,0.3182,0
سبحان الله،،,0,0
"Kesilmeyi
Bekliyo",0,0
This video was uploaded 7 months ago and he's still there,0,13
Cant believe they havent ate it,0,0
Cat : I should stop drinking ... I'm soooo hang over!!!,-0.4724,0
😂😂😂😂,0,0
That cat just finished his spicy tuna medley and beer. Let him relax geez.,0.4404,58
Nice cold bucket of water would wake that cat up in a real hurry!,0.4753,0
"that's great he is still alive, I'm wondering how they didn't kill her and didn't eat her.",0.887,1
Oooooow I love that 🐈,0.6369,0
People who don’t know how to sleep on just one side of the bed.,0,0
"Thai cat, kikiat mak mak",0,0
1.k down ! Yikes I can’t stop laughing at this cat in the video. Made my day !,0.3786,5
She is boss of restaurant,0,0
Ummmmm.....a,0,0
I think cat is  not well,-0.2057,0
"She got a heart attack, which no one realised. :) :)",0.1779,0
"Does this cat not realize it is in a chinese restaurant? Someone will point to it and yes please! that little pussy better watch out ,or it will get eaten!!",0.8175,0
“ Long night after chasing those mice. Can I get a beer anyone?”,0,30
고양이가 大 자로 누워네!,0,0
Catnip is one hell of a drug,-0.6808,0
Shameless cat 🐈,-0.34,0
That's me on weekends!!,0,0
Nasty. Just nasty! Ain't no way in hell this is acceptable. Restaurant needs to be Shut all the way down.,-0.8721,0
That boy could look for the fucks to give uh,-0.4767,0
Rough night 😄,0,0
"It means NOT LAZY
that cat trust those people and it is must be  their sweet pet .",0.8382,0
♥️,0,0
"She's Soo sleepy... 💤💤💤 Plz don't disturb her... 
Love u Sona...😘😘😘",-0.2047,0
"That cat high off of lean.
Future why you leave your cat in Hong Kong?😄",-0.0516,0
"haha,,she is too lazy to get up. :)",0.128,4
Omg how did they find this footage of me after demolishing a buffet :o,-0.1027,0
"Finally learned the definition of ""confident!""",0,62
cat: i dont care about you hooomans. this floor is mine!,-0.4442,7
"""I tasted the food, it's horrible and nearly killed me""",-0.8402,30
I love cats. This one seems unusually lethargic. Vet check?,0.4033,0
Bring her some chicken,0,0
😂😂😂,0,0
That Cat's name must be Arlene! She must have  eaten full!,0,34
And everyone walks around him because they know who owns the place.,0,632
😆😆😆😆😆😆😆,0,0
Duh! It's his restaurant he can do whatever he wants...,0,0
The 🐈 was having the best dream ever!!! 😁,0.795,0
He ate so much he couldn't move anymore,0,11
Quel pacha ce chat.il est trop mignon.,0,0
"Omg Omg . I have a dog just like that!!! My Pitbull Chase, She won't move you have to step over her to sweep, mop, clean? She just lay right there & Snores like a truck driver shes 9yrs old. You would think she's 15yrs old. She dgaf!!! I love her to the moon and back🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣",0.9196,0
"Mai  pen rai! This is Thailand,",0,0
Me after labs in btech,0,1
"I won't be eating there, fuck that",-0.5423,0
"I was going to say that's not normal, but there's no such thing as a normal cat",-0.4215,0
Living the best days of life.,0.6369,0
"If you look up the meaning of ""0 f**ks given"" you get this cat as an example.",0,1
Um....the way he's lying his tail looks like an enormous schlong,-0.2263,0
Please adjust some drinking water and food for this Cat ❤💧🌱,0.3182,1
The amount of trust the cat has is heartwarming.,0.7506,314
Catnip hangover.,0,0
maybe it's a dare by jerry.,0,0
If I ever get a cat..THAT is my kind of cat ..lol,0,1
When U Are The Boss Pet🤩,0,2
😂😂😂,0,0
Look like he is not well,0.1744,0
I think the owner must be a tycoon.,0,0
He say ..I LOVE MY CAT LIFE :)),0.7125,1
Animals shouldn't be allowed in restaurants. This wouldn't happen in America,0,0
This obviously wasn’t filmed in China !,0,0
How dare you recording me without my consent!!,-0.3071,0
Me when I don't give a F 💥,0,0
I guess they injected her with tranquilizer and claim that she is a lazy cat... Not funny,-0.6131,0
Another Day Owned by thee Puss & Boots.,0,0
"3 hours later the Cat was chopped up, cooked and served as dinner. China.",0,0
That’s the boss.,0,0
Can u understand the cativity of the situation..,0,0
මළ කෝලමක්...🙂🙂... .So cute.......from sri lanka,0,1
one more shot😍,0,0
It's a chinese restaurant ... so the cat obviously just crawled out of the kitchen in desperate escape attempt.,-0.1531,0
That cat on dope,0,0
I hope it's not China....if it is then it's having the best time before the d day.....,0.7964,0
Cat: I m the boss.,0,0
Is it dead?,-0.6486,0
Cute pussy,0.4588,0
What a cutie,0.3612,0
Dude so nice video did you give her tummy rub nice man of you showing kindness bless you,0.8998,0
Non essential workers,0,0
He is just well trained and paid actor,0.2732,17
Maybe he's got corona!! Only in asia somewhere would they allow cats in a food outlet!!!!     hmmmm again!!!!!,0.471,0
He is exhausted give him something to eat or drink..poor thing,-0.3612,0
"Why is the cat in a Restaurant anyway? Also maybe the cat is not lazy, but has an undiagnosed illness. That just does not look like the behavior of any cat I have ever seen.",-0.6868,0
It eat to much . Lol😀😀😀😀,0,0
Somehow the Tiger King brought me here 🤷‍♂️,0,0
"He opened his eyes like, ""Hooman if you don't get that camera out my face!"" Lmbo and the fact that everybody is causally minding their own business is even more hilarious! 😆😆😆😆😆 #epic",0.725,138
OMG.. this video is amazing... amazing cat!!!,0.6884,0
friend of mine knows people who worked there. they put sedatives in the cats food to make it do that. It attracts attention to the restaurant.,0.7096,0
Cat looks hungover,0,0
Theres a sign out front.bewere of the sleeping cat do not disturb,0.3089,67
Reminds me of are cat chico lol,0.4215,1
Cats eventually end up running the joint.,0,0
"Some call it cat, they call it food, Chinese catch em and cook em, till they can't move, cat extra crispy served with sauce, it's extra delicious and the skin comes right off.  Got a new version of Corona though, it's now known as Corona 5.0, crispy fried cat is the future of yum, get that cat inside of my tum!",0.6114,0
I am behaving in the same way during corona virus lockdown.,0,157
This cat needs a Life Alert button!!!,0.4724,0
Dreaming bout her bf,0,1
"Is he alive?
Okay nvm",0.5423,0
"Human: move cat

Cat: OOOOOOOOONONONONONONOOOOOOOONONONO",0,1
Garfield,0,0
She must have consumed Opium,0,0
The real relax😉,0,0
Loves this 🙀 so smart 😅,0.7713,0
Wo q kuch kre uski avashyakta uski bhukh ki  swayam purti ho zati h Q chuhe markr pap kre.,0,0
too much catnip,0,0
That cat needs a job or get out... Period. Busboy?,0,0
I'm the Cat who can't be moved. 🤣🤣🤣,0,0
Супер наглый кот),0,0
This cat got some IDGAF attitude. 🤣,0,0
Sweet dreams are made of these !!!,0.7633,0
Cat: I'm a boss. I can do what ever I want.,0.0772,8
"Awww! & lol 😂 at the same time, he looks like Garfield just laying around. Just wanted to be rubbed on 😼",0.68,9
"Awesome cat , amazing how comfortable it is.",0.9042,0
This is sweet,0.4588,0
"he's a happy bastard , they only do that when they feel quite at home",0.0516,0
Trow some water or get dog.,0,0
This is china.food.corona virus,0,0
I would've kicked it to the moon 😬😬,0,0
"This is me, after every meal.",0,2
He has been paralyzed😫😫😫,0,1
She trusts the people very much,0.4767,0
Not sure what appears as a dead cat on the floor of a restaurant would encourage me to dine in ... Still looks funny though 😂,-0.016,0
Lazy then me😁,-0.3612,1
Cat should be punished sanction vissa to her to visit china,-0.4588,0
I hope they didn't eat him.,0.4404,0
Real life Garfield.😸,0,0
Surprised he's not on the grill...,0.2263,0
He Has a tag on the neck therefore he has a owner,0,1
It must be hot,0,0
This A Chinese Restaurant In Wuhan And That Kitty is Part Of The Menu    🐈  🔪,0,0
"I work at night shift, silence please...",0,0
"This is in Turkey. 
Most of the cafes has this type of cats, no one bother them and they don't bother anyone.",-0.7184,6
"He might have stuffed his belly with mutton ,chicken or beef more than he could..",0,0
She is pregnant and due to this in this period cat behave like this,0.3612,0
"If it'd be China , they 'd kill & eat it.",-0.6908,1
"I love cats, but it's an inherent part of their DNA to be assholes.",-0.5574,0
"Must be the breed ... my Orange Tabby Tom does this same crap. I've stepped on him a dozen times, and once - running to get the Phone - I damned near put the little dork into orbit. I'll kill him yet. And NOT on purpose, you understand ... it will be a case of Suicide-by-Bob !",-0.9062,0
This cat is thinking about his purpose in this universe and thinilking about deep stuff,0,0
he need cpr,0,0
"Thank God, this isn't China. Those cannibalistic fucks would have killed the cat and then talk make jokes about creating another virus.",-0.2023,0
😁😁😁😁🤣🤣🤣😄😄😄Q GRACIOSO.,0.25,0
Cat totally needs a motivational seminar.,0,0
Brings a whole new meaning to the term “cool cat”,0,127
lol is you ded,0.4215,1
Like a boss.....,0.3612,0
Catnap,0,0
He's just waiting for his flounder & milk order.,0,0
I just want rub is belly so much 😍!!,0.2225,0
Someone get this cat a pillow please,0.3182,0
My cat would do that on the sidewalk in front of my house.,0,0
thats why cats rule,0,0
"Dumbledore: Hey...Professor McGonagall.
McGonagall: What..Who..Ahh!! Dumbledore...These are the worst sort of Muggles imaginable. They boozed me.",-0.6892,3
"The cat Probably ate there,its in china right?",0,0
Sheltering in place,0,0
wish I had a dick that big,-0.1531,0
Caution : cat (wet) floor....,0,0
"Jack Daniels vs cat..
Get ready to rrrrRumble
Round 2
What a left hook by Daniels..
8..9.10.. Wtf meow
Is that you mommy..",-0.3182,0
You EAT THEIR SAVAGES HEATHENS SHAME DISGRACE ÑASTY IMBECILE MISFITS 😲😯🐀🐀🐀,-0.9504,0
